0.7995000000 0.3200000000
0.7995000000 0.3200000000
0.8060000000 0.3200000000
0.8060000000 0.3200000000
0.8125000000 0.3180000000
0.8125000000 0.3180000000
0.8125000000 0.3180000000
0.8190000000 0.3180000000
0.8190000000 0.3180000000
0.8255000000 0.3160000000
0.8255000000 0.3160000000
0.8255000000 0.3160000000
0.8320000000 0.3160000000
0.8320000000 0.3160000000
0.8385000000 0.3150000000
0.8450000000 0.3140000000
0.8450000000 0.3140000000
0.8450000000 0.3140000000
0.8515000000 0.3140000000
0.8580000000 0.3120000000
0.8580000000 0.3120000000
0.8580000000 0.3120000000
0.8645000000 0.3120000000
0.8645000000 0.3120000000
0.8710000000 0.3100000000
0.8710000000 0.3100000000
0.8710000000 0.3100000000
0.8775000000 0.3100000000
0.8775000000 0.3100000000
0.8840000000 0.3080000000
0.8840000000 0.3080000000
0.8840000000 0.3080000000
0.8905000000 0.3080000000
0.8905000000 0.3080000000
0.8970000000 0.3070000000
0.9035000000 0.3060000000
0.9035000000 0.3060000000
0.9035000000 0.3060000000
0.9100000000 0.3050000000
0.9165000000 0.3040000000
0.9165000000 0.3040000000
0.9165000000 0.3040000000
0.9230000000 0.3040000000
0.9295000000 0.3020000000
0.9295000000 0.3020000000
0.9295000000 0.3020000000
0.9360000000 0.3020000000
0.9425000000 0.3000000000
0.9425000000 0.3000000000
0.9425000000 0.3000000000
0.9490000000 0.3000000000
0.9490000000 0.3000000000
0.9555000000 0.2980000000
0.9555000000 0.2980000000
0.9555000000 0.2980000000
0.9620000000 0.2980000000
0.9620000000 0.2980000000
0.9685000000 0.2960000000
0.9685000000 0.2960000000
0.9685000000 0.2960000000
0.9750000000 0.2960000000
0.9750000000 0.2960000000
0.9815000000 0.2940000000
0.9815000000 0.2940000000
0.9815000000 0.2940000000
0.9880000000 0.2940000000
0.9880000000 0.2940000000
0.9945000000 0.2930000000
1.001000000 0.2920000000
1.001000000 0.2920000000
1.001000000 0.2920000000
1.007500000 0.2920000000
1.014000000 0.2900000000
1.014000000 0.2900000000
1.014000000 0.2900000000
1.020500000 0.2900000000
1.027000000 0.2880000000
1.027000000 0.2880000000
1.027000000 0.2880000000
1.033500000 0.2880000000
1.040000000 0.2860000000
1.040000000 0.2860000000
1.040000000 0.2860000000
1.046500000 0.2860000000
1.046500000 0.2860000000
1.053000000 0.2840000000
